40985945,https://www.donedeal.ie/cars-for-sale/2018-peugeot-3008-1-5-diesel-allure-high-spec-/40985945?campaign=6,2018 Peugeot 3008 1.5 Diesel Allure High Spec.,"2018 Peugeot 3008 1.5 Diesel Allure High Spec. for sale in Co. Kildare for €15,750 on DoneDeal",Hidden,10.8 sec,86%,Hatchback,520 L,"1,482 L",85%,Black,4.0 L/100 km,Ireland,5,1.5 L Diesel,130 hp,1.5 L,5/5,1.62 m,4.45 m,1.84 m,53 L,Diesel,N. Ireland,Peugeot,"133,650 km",3008,Aug 2027,67%,190,3.7 L/100 km,58%,5,192 km/h,300 Nm,1,Manual,Allure,Medium Trim,4.6 L/100 km,2018
40967905,https://www.donedeal.ie/cars-for-sale/2016-bmw-320d-just-serviced-new-nct/40967905?campaign=6,2016 BMW 320D Just Serviced New NCT,"2016 BMW 320D Just Serviced New NCT for sale in Co. Kildare for €9,750 on DoneDeal",Hidden,10.7 sec,95%,Saloon,480 L,84%,Grey,4.1 L/100 km,Ireland,4,2.0 L Diesel,116 hp,2.0 L,5/5,1.43 m,4.63 m,1.81 m,57 L,Diesel,14 cm,UK,BMW,"135,200 mi",3-Series,Feb 2027,78%,190,3.7 L/100 km,86%,5,205 km/h,270 Nm,1,Manual,SE,Medium Trim,4.9 L/100 km,2016
40967366,https://www.donedeal.ie/cars-for-sale/2018-bmw-520d-m-sport-low-kilometres/40967366?campaign=6,2018 BMW 520D M-Sport Low Kilometres,"2018 BMW 520D M-Sport Low Kilometres for sale in Co. Kildare for €25,700 on DoneDeal",Hidden,7.5 sec,91%,Saloon,530 L,85%,Black,4.7 L/100 km,Ireland,4,2.0 L Diesel,190 hp,2.0 L,5/5,1.48 m,4.94 m,1.87 m,66 L,Diesel,14 cm,UK,BMW,"87,000 km",5-Series,Mar 2027,81%,200,4.3 L/100 km,59%,5,235 km/h,400 Nm,1,Automatic,M Sport,Sports Trim,5.3 L/100 km,2018
40900074,https://www.donedeal.ie/cars-for-sale/2020-kia-xceed-1-0l-petrol-mega-spec-irish-car/40900074?campaign=6,2020 Kia XCeed 1.0l Petrol Mega Spec Irish Car,"2020 Kia XCeed 1.0l Petrol Mega Spec Irish Car for sale in Co. Kildare for €15,350 on DoneDeal",Hidden,11.3 sec,Hatchback,426 L,"1,378 L",White,5.4 L/100 km,Ireland,5,1.0 L Petrol,120 hp,1.0 L,1.48 m,4.40 m,1.83 m,50 L,Petrol,"1,820 kg",No,Kia,"112,970 km",XCeed,Feb 2026,270,4.8 L/100 km,5,186 km/h,172 Nm,2,Manual,K3,Medium Trim,6.5 L/100 km,2.65 m,2020
40811129,https://www.donedeal.ie/cars-for-sale/2016-range-rover-3-0tdv6-vogue-low-km/40811129?campaign=6,2016 Range Rover 3.0TDV6 VOGUE LOW KM,"2016 Range Rover 3.0TDV6 VOGUE LOW KM for sale in Co. Kildare for €47,900 on DoneDeal",Hidden,7.9 sec,91%,SUV,550 L,"2,030 L",84%,Black,7.5 L/100 km,Ireland,5,3.0 L Diesel,258 hp,3.0 L,5/5,1.84 m,5.00 m,1.98 m,85 L,Diesel,30 cm,No,Land Rover,"134,500 km",Range Rover,Sep 2026,63%,790,7.0 L/100 km,86%,5,210 km/h,600 Nm,2,Automatic,Vogue,Medium Trim,8.5 L/100 km,2.92 m,2016
40785311,https://www.donedeal.ie/cars-for-sale/2022-renault-arkana-s-edition-auto/40785311?campaign=6,2022 Renault Arkana S Edition Auto,"2022 Renault Arkana S Edition Auto for sale in Co. Kildare for €21,900 on DoneDeal",Hidden,9.8 sec,Hatchback,513 L,"1,296 L",Black,5.9 L/100 km,Ireland,5,1.3 L Petrol,140 hp,1.3 L,1.57 m,4.57 m,1.82 m,2.03 m,50 L,Petrol,"1,876 kg",20 cm,No,Renault,"55,900 km",Arkana,Feb 2027,210,5,205 km/h,260 Nm,2,Automatic,S EDITION,Medium Trim,2.72 m,2022
40775515,https://www.donedeal.ie/cars-for-sale/2017-audi-a3-1-6tdi-automatic/40775515?campaign=6,2017 Audi A3 1.6TDI Automatic,"2017 Audi A3 1.6TDI Automatic for sale in Co. Kildare for €16,990 on DoneDeal",Hidden,10.7 sec,95%,Saloon,425 L,87%,Black,3.7 L/100 km,Ireland,4,1.6 L Diesel,110 hp,1.6 L,5/5,1.42 m,4.46 m,1.80 m,50 L,Diesel,UK,Audi,"86,300 mi",A3,Sep 2027,74%,190,3.4 L/100 km,86%,5,203 km/h,250 Nm,1,Automatic,SE,Luxury Trim,4.2 L/100 km,2017
40719558,https://www.donedeal.ie/cars-for-sale/2017-nissan-qashqai-1-5dsl-xe/40719558?campaign=6,2017 Nissan Qashqai 1.5DSL XE,"2017 Nissan Qashqai 1.5DSL XE for sale in Co. Kildare for €12,700 on DoneDeal",Hidden,11.9 sec,88%,SUV,430 L,"1,585 L",83%,Black,3.8 L/100 km,Ireland,5,1.5 L Diesel,110 hp,1.5 L,5/5,1.59 m,4.39 m,1.81 m,55 L,Diesel,UK,Nissan,"119,000 mi",Qashqai,Sep 2027,69%,180,3.6 L/100 km,79%,5,182 km/h,260 Nm,3,Manual,XE,Base Trim,4.2 L/100 km,2017
40704837,https://www.donedeal.ie/cars-for-sale/2017-bmw-530d-m-sport-high-spec/40704837?campaign=6,2017 BMW 530D M-Sport High Spec,"2017 BMW 530D M-Sport High Spec for sale in Co. Kildare for €25,900 on DoneDeal",Hidden,5.7 sec,Saloon,530 L,Blue,4.7 L/100 km,Ireland,4,3.0 L Diesel,265 hp,3.0 L,1.48 m,4.94 m,1.87 m,66 L,Diesel,"2,345 kg",14 cm,No,BMW,"158,000 km",5-Series,Mar 2027,270,4.3 L/100 km,5,249 km/h,620 Nm,4,Automatic,M Sport,Sports Trim,5.5 L/100 km,2.98 m,2017
40633166,https://www.donedeal.ie/cars-for-sale/2021-audi-q8-3-0tfsi-e-55-s-line-4x4/40633166?campaign=6,2021 Audi Q8 3.0TFSI e 55 S Line 4x4,"2021 Audi Q8 3.0TFSI e 55 S Line 4x4 for sale in Co. Kildare for €69,900 on DoneDeal",Hidden,5.8 sec,93%,14.3 kWh,46 km,Estate,505 L,"1,625 L",87%,Grey,10.2 L/100 km,Ireland,5,3.0 L Petrol Plug-in Hybrid,381 hp,3.0 L,5/5,1.71 m,4.99 m,2.00 m,2.19 m,75 L,Petrol Plug-in Hybrid,N. Ireland,Audi,"72,000 km",Q8,Jun 2027,71%,150,73%,5,240 km/h,600 Nm,1,Automatic,S Line,Base Trim,2021
38620768,https://www.donedeal.ie/cars-for-sale/2022-opel-crossland-1-2-sport/38620768,Bedding & Feed in Ireland,"€987,654",Hidden
40434017,https://www.donedeal.ie/cars-for-sale/2020-bmw-730d-m-sport/40434017,2020 BMW 730D M-Sport,"2020 BMW 730D M-Sport for sale in Co. Kildare for €53,300 on DoneDeal",Error,Saloon,Black,Ireland,4,3.0 L Diesel,3.0 L,Diesel,UK,BMW,"61,400 km",7-Series,Jun 2027,280,5,1,Automatic,---,---,2020
40434017,https://www.donedeal.ie/cars-for-sale/2020-bmw-730d-m-sport/40434017,2020 BMW 730D M-Sport,"2020 BMW 730D M-Sport for sale in Co. Kildare for €53,300 on DoneDeal",0035319039963,Saloon,Black,Ireland,4,3.0 L Diesel,3.0 L,Diesel,UK,BMW,"61,400 km",7-Series,Jun 2027,280,5,1,Automatic,---,---,2020
40985945,https://www.donedeal.ie/cars-for-sale/2018-peugeot-3008-1-5-diesel-allure-high-spec-/40985945?campaign=6,2018 Peugeot 3008 1.5 Diesel Allure High Spec.,"2018 Peugeot 3008 1.5 Diesel Allure High Spec. for sale in Co. Kildare for €15,750 on DoneDeal",Hidden,10.8 sec,86%,Hatchback,520 L,"1,482 L",85%,Black,4.0 L/100 km,Ireland,5,1.5 L Diesel,130 hp,1.5 L,5/5,1.62 m,4.45 m,1.84 m,53 L,Diesel,N. Ireland,Peugeot,"133,650 km",3008,Aug 2027,67%,190,3.7 L/100 km,58%,5,192 km/h,300 Nm,1,Manual,Allure,Medium Trim,4.6 L/100 km,2018
40967366,https://www.donedeal.ie/cars-for-sale/2018-bmw-520d-m-sport-low-kilometres/40967366?campaign=6,2018 BMW 520D M-Sport Low Kilometres,"2018 BMW 520D M-Sport Low Kilometres for sale in Co. Kildare for €25,700 on DoneDeal",Hidden,7.5 sec,91%,Saloon,530 L,85%,Black,4.7 L/100 km,Ireland,4,2.0 L Diesel,190 hp,2.0 L,5/5,1.48 m,4.94 m,1.87 m,66 L,Diesel,14 cm,UK,BMW,"87,000 km",5-Series,Mar 2027,81%,200,4.3 L/100 km,59%,5,235 km/h,400 Nm,1,Automatic,M Sport,Sports Trim,5.3 L/100 km,2018
40900074,https://www.donedeal.ie/cars-for-sale/2020-kia-xceed-1-0l-petrol-mega-spec-irish-car/40900074?campaign=6,2020 Kia XCeed 1.0l Petrol Mega Spec Irish Car,"2020 Kia XCeed 1.0l Petrol Mega Spec Irish Car for sale in Co. Kildare for €15,350 on DoneDeal",Hidden,11.3 sec,Hatchback,426 L,"1,378 L",White,5.4 L/100 km,Ireland,5,1.0 L Petrol,120 hp,1.0 L,1.48 m,4.40 m,1.83 m,50 L,Petrol,"1,820 kg",No,Kia,"112,970 km",XCeed,Feb 2026,270,4.8 L/100 km,5,186 km/h,172 Nm,2,Manual,K3,Medium Trim,6.5 L/100 km,2.65 m,2020
40811129,https://www.donedeal.ie/cars-for-sale/2016-range-rover-3-0tdv6-vogue-low-km/40811129?campaign=6,2016 Range Rover 3.0TDV6 VOGUE LOW KM,"2016 Range Rover 3.0TDV6 VOGUE LOW KM for sale in Co. Kildare for €47,900 on DoneDeal",Hidden,7.9 sec,91%,SUV,550 L,"2,030 L",84%,Black,7.5 L/100 km,Ireland,5,3.0 L Diesel,258 hp,3.0 L,5/5,1.84 m,5.00 m,1.98 m,85 L,Diesel,30 cm,No,Land Rover,"134,500 km",Range Rover,Sep 2026,63%,790,7.0 L/100 km,86%,5,210 km/h,600 Nm,2,Automatic,Vogue,Medium Trim,8.5 L/100 km,2.92 m,2016
40785311,https://www.donedeal.ie/cars-for-sale/2022-renault-arkana-s-edition-auto/40785311?campaign=6,2022 Renault Arkana S Edition Auto,"2022 Renault Arkana S Edition Auto for sale in Co. Kildare for €21,900 on DoneDeal",Hidden,9.8 sec,Hatchback,513 L,"1,296 L",Black,5.9 L/100 km,Ireland,5,1.3 L Petrol,140 hp,1.3 L,1.57 m,4.57 m,1.82 m,2.03 m,50 L,Petrol,"1,876 kg",20 cm,No,Renault,"55,900 km",Arkana,Feb 2027,210,5,205 km/h,260 Nm,2,Automatic,S EDITION,Medium Trim,2.72 m,2022
40775515,https://www.donedeal.ie/cars-for-sale/2017-audi-a3-1-6tdi-automatic/40775515?campaign=6,2017 Audi A3 1.6TDI Automatic,"2017 Audi A3 1.6TDI Automatic for sale in Co. Kildare for €16,990 on DoneDeal",Hidden,10.7 sec,95%,Saloon,425 L,87%,Black,3.7 L/100 km,Ireland,4,1.6 L Diesel,110 hp,1.6 L,5/5,1.42 m,4.46 m,1.80 m,50 L,Diesel,UK,Audi,"86,300 mi",A3,Sep 2027,74%,190,3.4 L/100 km,86%,5,203 km/h,250 Nm,1,Automatic,SE,Luxury Trim,4.2 L/100 km,2017
40719558,https://www.donedeal.ie/cars-for-sale/2017-nissan-qashqai-1-5dsl-xe/40719558?campaign=6,2017 Nissan Qashqai 1.5DSL XE,"2017 Nissan Qashqai 1.5DSL XE for sale in Co. Kildare for €12,700 on DoneDeal",Hidden,11.9 sec,88%,SUV,430 L,"1,585 L",83%,Black,3.8 L/100 km,Ireland,5,1.5 L Diesel,110 hp,1.5 L,5/5,1.59 m,4.39 m,1.81 m,55 L,Diesel,UK,Nissan,"119,000 mi",Qashqai,Sep 2027,69%,180,3.6 L/100 km,79%,5,182 km/h,260 Nm,3,Manual,XE,Base Trim,4.2 L/100 km,2017
